Drexel ID,First Name,Middle Name,Last Name,Major,Minor
jlh39,Jonathan,Lance,Higgins,Master of Science in Fashion Design,Minor in Middle East and North Africa Studies
crt74,Christine,Roberta,Thivierge,Master of Science in Complementary and Integrative Health,Minor in Computer Science
jjg88,Jeanette,Joan,Garcia,Bachelor of Arts in Mathematics,
gsm232,Gail,Sharon,Martinez,Master of Science in Biomedicine and Entrepreneurship,Minor in Engineering Policy Analysis
mmm57,Mary,Margy,Martinez,Master of Science in Television & Media Management,
cja85,Cynthia,Julia,Ackerson,Bachelor of Science in Mathematics,
lah344,Lien,Ana,Hennemann,Master of Science in Population Health Science,Minor in Jazz and African-American Music
grf29,Gary,Ruben,Fralick,Bachelor of Science in Design and Merchandising,Minor in Virtual Reality & Immersive Media
eff14,Eleanor,Frances,Fountain,Bachelor of Arts in Chemistry,Minor in Astrophysics
jbs175,Jessica,Beaulah,Schlicht,Bachelor of Arts in Global Public Health,
ccd42,Cory,Charles,Davis,Bachelor of Arts in Political Science,Minor in English
jac907,Jacqueline,Anne,Chirinos,Bachelor of Science in Digital Media and Virtual Production,
jcf123,Jane,Carolyn,Freeland,Bachelor of Arts in Environmental Studies and Sustainability,
bgy85,Brenda,Gertrude,Yi,Bachelor of Science in Interior Design,Minor in Biophysics
bac28,Benjamin,Anthony,Cummings,"Bachelor of Arts in English, Literary Studies Concentration",Minor in Actuarial Science
mea349,Melissa,Elizabeth,Allen,Bachelor of Science in Software Engineering in Software Engineering,
jwc51,John,Wilber,Chidester,Bachelor of Science in Health Services Administration,Minor in Entertainment Engineering
sjz656,Sharon,Jeannette,Zahler,Bachelor of Science in Engineering in Engineering,
kwm30,Kevin,William,Mcdonald,Bachelor of Science in Psychology,
kfh34,Kenneth,Frank,Hruska,Master of Science in Molecular Medicine,Minor in War and Society
ejb48,Eleanor,Jane,Boyer,Bachelor of Science in Exercise Science,
nll88,Nancy,Laverne,Lemon,Doctor of Philosophy in Health Services Research and Policy,Minor in Operations and Supply Chain Management
bpa81,Brian,Patrick,Able,Bachelor of Science in Business Administration in Technology Innovation Management (co-major),
cee10,Christopher,Edwin,Espinoza,Bachelor of Science in Business Administration in Management Information Systems,
rrh66,Reginald,Ronald,Huggins,Bachelor of Science in Economics and Public Health,Minor in Addictions Counseling
wan26,William,Andrew,Naranjo,Doctor of Health Science in Health Sciences,
jmj13,Jonathan,Michael,Johnson,Bachelor of Science in Chemistry,
amw79,Alvin,Michael,Wiley,Bachelor of Arts in Environmental Studies and Sustainability,
laa53,Lola,Alma,Anglin,Master of Public Health in Community Health and Prevention,
rwl12,Robert,William,Laskey,Bachelor of Science in General Studies,Minor in Climate Change
cbr58,Cathi,Beverly,Reyna,Master of Public Health in Urban Health,
rgw30,Ronnie,Gerald,Welch,Bachelor of Science in Business Administration in General Business,
kdp382,Kenneth,Douglass,Park,Master of Science in Economics in Economics,Minor in Communication
veb55,Violet,Eugene,Bernhardt,Bachelor of Science in Economics and Business,
ceg38,Carl,Edward,Girdley,Master of Science in Computer Security and Privacy in Computer Security and Privacy,
mjl86,Michael,John,Langley,Bachelor of Science in Special Education (PK-12),Minor in Finance
ppb995,Peter,Paul,Bradley,Bachelor of Science in Business and Engineering in Business and Engineering,
ejd44,Edwardo,James,Dupas,Bachelor of Science in Sustainability and Innovation,Minor in Sport Coaching Leadership
jjg25,Jackie,Jane,Geralds,Bachelor of Science in Business Administration in Operations and Supply Chain Management,
kwh80,Kenneth,William,Hurley,Bachelor of Science in Business Administration(BSBA) in International Business,Minor in Robotics and Automation
trv12,Thomas,Robert,Vause,Bachelor of Science in Film & Television,
jll68,Joseph,Larry,Lesueur,Master of Science in Molecular Medicine,
jlh68,Jennifer,Lola,Hill,Master of Science in Materials Science and Engineering,
jlh77,Jake,Larry,Harris,Bachelor of Science in Engineering Technology in Engineering Technology,Minor in Computer Science
jna72,Jennifer,Nancy,Ames,Master of Science in Environmental Policy in Environmental Policy,
kka18,Katherine,Kathe,Allen,Bachelor of Science in Computer Science in Computer Science,Minor in Chemistry
meh57,Mary,Esther,Holmes,Bachelor of Science in Geoscience,
tmw573,Terry,Mark,Williams,Bachelor of Science in Sustainability and Innovation,
bmt11,Beth,Marie,True,Bachelor of Science in Chemistry,
mjt67,Marcus,John,Tsan,Bachelor of Science in Custom-Designed Major,
jdc27,Julian,David,Caswell,Bachelor of Science in Electrical Engineering in Electrical Engineering,
pzb33,Patricia,Zenobia,Brobeck,Bachelor of Science in Business Administration(BSBA) in International Business,
fpw52,Francis,Paul,Williams,Bachelor of Arts in Political Science,Minor in Behavioral Economics and Business
mts76,Michelle,Tawana,Saunders,Master of Science in Interdisciplinary Health Sciences,Minor in Biochemistry
bpm26,Barbara,Patti,Michaelson,"Bachelor of Arts in English, Secondary Education Concentration",
rgh40,Rose,Genevieve,Hansing,Bachelor of Arts in Mathematics,Minor in Marketing
mlc69,Merlene,Linda,Coppedge,Bachelor of Science in Environmental Science,Minor in Sport Coaching Leadership
nto25,Norris,Thomas,Oestreich,Bachelor of Arts in Entrepreneurship and Innovation,Minor in Playwriting
aja526,Agnus,Jose,Anderson,Bachelor of Science in Art History,
jnf88,Joseph,Norman,Freeman,Bachelor of Science in Custom-Designed Major,Minor in Chemistry
rjb411,Richard,John,Bohannon,Bachelor of Science in Software Engineering in Software Engineering,
clm32,Corey,Laurel,Messersmith,Bachelor of Science in Business Administration in International Business Co-Major,
saw70,Sheila,Angie,Way,Bachelor of Science in Economics and Data Science,
wbb475,William,Bobby,Boeke,Bachelor of Science in Business Administration in Business (General),Minor in Engineering Policy Analysis
jpc14,Jill,Pearl,Cunningham,"Bachelor of Arts in English, Literary Studies Concentration",Minor in Business Consulting
eih504,Elias,Ike,Holland,Master of Science/Master of Business Administration in Television & Media Management (MS) / Business Administration,
taj94,Ted,Albert,Juarez,Bachelor of Science in Business Administration in Operations and Supply Chain Management,
crw92,Carlos,Richard,Wise,Master of Science in Business Analytics in Business Analytics,Minor in Mathematics
tdj17,Teresa,Deborah,Josefy,Bachelor of Science in Business Administration in International Business Co-Major,Minor in Somatics
dwp93,Daniel,Wesley,Peterson,Master of Science in Interdisciplinary Health Sciences,Minor in Psychology
arq393,Antonio,Robert,Qualls,"Master of Science in Quality, Safety and Risk Management in Health Care",
rwb63,Robert,Walter,Bookwalter,Master of Science in Electrical Engineering,Minor in Electrical Engineering
dst10,Donald,Scott,Tyson,Master of Science in Drexel Pathway to Medical School,Minor in Addictions Counseling
rkb323,Rosario,Karen,Baker,Bachelor of Science in Data Science in Data Science,Minor in Security Technology
mlt239,Michael,Lee,Thiel,Master of Science in Clinical Research Organization & Management,
fch22,Fernando,Clyde,Heuser,Bachelor of Science in Entertainment and Arts Management,
ajm80,Arthur,James,Mata,Master of Laws in Trial Advocacy and Dispute Resolution,
rws27,Rachelle,Wendy,Swarr,Bachelor of Architecture in Architecture,
ecg42,Elizabeth,Connie,Gauthier,Master of Science in Artificial Intelligence and Machine Learning in Artificial Intelligence and Machine Learning,
ela758,Emma,Lois,Ayers,Master of Science in Health and Rehabilitation Sciences,
fsv76,Frank,Steven,Varney,Bachelor of Science in Economics and Business,
rrj53,Richard,Roy,James,Bachelor of Science in Business Administration in Esport Business,
cva18,Charles,Vincent,Aumiller,Bachelor of Science in Architectural Studies,
flm20,Fernando,Louis,Micucci,Bachelor of Science in Engineering in Engineering,
lrm41,Larry,Roy,Messler,Bachelor of Science in Business Administration in Esport Business,Minor in Organizational Management
cse88,Cecil,Stacy,Edwards,Bachelor of Science in Health Data Analytics,
rsb45,Robin,Shirley,Berryhill,Doctor of Philosophy in Epidemiology,
fcp33,Frances,Constance,Porter,Bachelor of Science in Music Industry,Minor in Jewish Studies
hmc50,Herman,Michael,Carlo,program_name,Minor in Computer Engineering
lea86,Linda,Evelyn,Alteri,Doctor of Philosophy in Computer Science,
jmm877,Jaclyn,Marsha,Montalvo,Master of Science in Nursing (MSN) and Doctor of Philosophy in Nursing: MSN/PhD joint degree,
tmp79,Travis,Marc,Payne,Bachelor of Science in Business Administration in Business (General),
mrc65,Melissa,Rosalie,Cain,Bachelor of Science in Engineering in Engineering,Minor in Military Science
kdr62,Kenneth,Daniel,Roy,Bachelor of Science in Product Design,
grl185,Garry,Rodney,Lutz,Bachelor of Science in Environmental Science,Minor in Music Performance
dmh82,Derek,Micah,Harper,program_name,Minor in Computer Engineering
cjm83,Carroll,Javier,Mestler,Bachelor of Science in Business Administration in Organizational Management (co-major),Minor in Bioinformatics
plz28,Pamela,Linda,Zurcher,Bachelor of Science in Dance - Part-time Professional,Minor in Actuarial Science
wbt90,Willie,Beverly,Thompson,Master of Science in Education Improvement and Transformation,
afc21,Andrew,Fred,Cuddy,Bachelor of Science in Chemistry,
ctw38,Carlos,Timothy,Whiteside,Bachelor of Arts in Communication,
dla64,David,Lawrence,Adair,"Bachelor of Arts in Philosophy, Politics and Economics",
wwb82,Warren,William,Bebout,Bachelor of Arts in Law,
tys87,Teresa,Yvonne,Stukel,Bachelor of Science in User Experience and Interaction Design,Minor in TV Production and Media Management
eab197,Emerson,Arthur,Byram,Master of Business Administration in MBA,Minor in Exercise Science
jpa95,Jason,Paul,Abbott,Bachelor of Science in User Experience and Interaction Design,Minor in Playwriting
rjl33,Rafael,James,Logan,Bachelor of Science in Dance,
mrk18,Mohamed,Ralph,Kushner,Bachelor of Science in Behavioral Health Counseling,Minor in Environmental Public Health
ccb81,Cheryl,Christine,Bianco,Bachelor of Science in Environmental Science,
jms25,Jack,Michael,Sutton,Bachelor of Science in Business Administration in Technology Innovation Management (co-major),
log70,Laurie,Ora,Greco,Master of Science in Design Research in Design Research,
amd78,Ashley,Monica,Diaz,Master of Science in Electrical Engineering,
cdt29,Clifford,Dong,Thomson,Bachelor of Science in Business Administration in Accounting,
wde693,William,Douglas,Eargle,Master of Science in Epidemiology,
maw99,Monica,Agnes,Walker,Bachelor of Science in Business Administration in Finance,
rtm64,Rodney,Ted,Mccloud,Master of Science in Educational Administration,
mmt46,Mona,Monica,Todd,Bachelor of Science in Music Industry,Minor in Client Development and Customer Service
emp36,Eric,Michael,Pena,Bachelor of Science in General Studies,Minor in Economics
cgm33,Clara,Gina,Mullins,Bachelor of Science in Product Design,Minor in Economics
djl619,David,Jerry,Loiacono,Bachelor of Arts in Economics in Economic Analysis,
ged87,Georgia,Elia,Dexter,Bachelor of Science in Construction Management in Construction Management,
tkc41,Tammy,Kristyn,Collins,Master of Science in Molecular Medicine,
sjc26,Sara,Jean,Carter,Bachelor of Science in Business Administration in Accounting,Minor in Sociology
pdp27,Patricia,Dawn,Powell,Doctor of Philosophy in Pharmacology & Physiology,Minor in Psychology
ipl37,Irma,Pamela,Lewison,"Master of Science in Communication, Culture and Media",
tpg32,Theodora,Paulette,Gaffney,Bachelor of Science in Interior Design,
ajn42,Alexis,John,Norton,Master of Science in Sport Coaching Leadership,
mbs35,Meagan,Billie,Stratton,Master of Public Health in Public Health - Executive Program,Minor in Graphic Design
mwk56,Michael,William,Kiser,Bachelor of Arts in History,
lml87,Lottie,Minnie,Lardner,Master of Science in Mechanical Engineering and Mechanics,
ccf23,Craig,Charles,Fluitt,Bachelor of Science in Chemistry-Biochemistry Concentration,Minor in Human Computer Interaction
ijt37,Ida,Julie,Turner,Bachelor of Arts in Global Public Health,Minor in Business Consulting
stw59,Sherry,Teresa,Wms,Master of Science in Histotechnology,
dtl97,Donald,Tobias,Lemieux,Bachelor of Science in Computer Engineering in Computer Engineering,
amt14,Ashley,Melissa,Todd,Bachelor of Arts in Entrepreneurship and Innovation,
rbb427,Robert,Barry,Bancroft,"Master of Science in Science, Technology, and Society",
cso81,Clyde,Sebastian,Odom,Bachelor of Science in Business Administration in Finance,
chb641,Charles,Harold,Baldwin,Master of Science in Interior Architecture and Design,
sbn77,Stephen,Billie,Nieman,Bachelor of Science in Music Industry,Minor in Communication
ccn96,Constance,Carolyn,Norman,Bachelor of Science in Custom-Designed Major,
gtr657,Gretchen,Theresa,Rodriguez,Doctor of Philosophy in Chemistry,Minor in DragonsTeach Middle Years Minor
abl24,Amanda,Barbara,Lewis,Bachelor of Science in Engineering Technology in Engineering Technology,
ddf96,Dennis,David,Freeman,Bachelor of Science in Music Industry,
amg24,Allen,Michael,Galloway,Bachelor of Arts in Environmental Studies and Sustainability,
drs533,David,Ricky,Seabrooke,Bachelor of Science in Business Administration in Esport Business,
mkk79,Maurine,Katherine,Kezar,Bachelor of Science in Dance - Part-time Professional,
lst28,Laura,Sarah,Thompson,Bachelor of Science in Biomedical Engineering in Biomedical Engineering,
mpo93,Madeline,Paula,Ortiz,Bachelor of Science in Sustainability and Innovation,Minor in Screenwriting
gaw22,Garrett,Anthony,Wyatt,Bachelor of Science in Film & Television,
tym51,Tracy,Yvonne,Miller,Bachelor of Arts in Communication,Minor in Systems Engineering
kml57,Kathy,Meredith,Lacaze,Bachelor of Arts in Chemistry,Minor in Bioinformatics
lrh90,Leticia,Rufina,Harris,Bachelor of Arts in Philosophy,
crh73,Cecil,Roger,Holt,Bachelor of Science in Music Industry,
bsw96,Britt,Susan,Wright,Bachelor of Science in Film & Television,
bnb69,Brett,Norman,Ballard,"Bachelor of Science in Learning Sciences, Experience Design, and Technology",
jdd74,Joel,Daniel,Demarais,Bachelor of Science in Geoscience,
wpq96,William,Paul,Quashie,"Bachelor of Science in Behavioral Economics, Business and Organizations",
jtw913,Jessie,Tara,Wenrich,Bachelor of Science in Custom-Designed Major,Minor in Sociology
grh68,Grace,Ruth,Henderson,Bachelor of Science in Health Sciences,
rkm86,Rita,Kay,Mroz,Bachelor of Science in Business Administration in Business Economics (co-major),
rec61,Robin,Edna,Cyr,Bachelor of Science in Education: Non-Certification,
ijb65,Ivan,Joseph,Black,Bachelor of Science in Computer Science in Computer Science,Minor in Technology Innovation Management
pcl121,Porter,Charles,Lawrence,Bachelor of Science in Environmental Science,Minor in Engineering Policy Analysis
krd77,Kenny,Roger,Deford,program_name,
dht96,Donna,Helen,Thompson,Master of Science in Machine Learning Engineering in Machine Learning Engineering,
kwf921,Kyle,Warren,Feldkamp,Bachelor of Science in General Studies,
bpg39,Bobbi,Peggy,George,Bachelor of Science in Business Administration in Marketing,
lts23,Lena,Terri,Solano,Bachelor of Science in Nutrition and Foods,
